Year,Player,Age,Hometown,Home State,Tm,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year
2000,James Allen,25,Wynnewood,OK,CHI,70,212,Oklahoma,Big 12,160,39,3/28/1975,0,0
2007,Jeff Garcia,37,Gilroy,CA,TAM,73,195,San Jose St.,Mountain West,72,107,2/24/1970,0,0
2006,Ronnie Brown,25,Rome,GA,MIA,73,233,Auburn,SEC,130,61,12/12/1981,1,2005
2010,Matt Hasselbeck,35,Westwood,MA,SEA,76,0,Boston Col.,ACC,116,74,9/25/1975,6,1998
2010,DeSean Jackson,24,Long Beach,CA,PHI,70,178,California,Pac 12,90,94,12/1/1986,2,2008
2009,Pierre Thomas,25,Chicago,IL,NOR,71,210,Illinois,Big Ten,73,107,12/18/1984,0,0
2013,Mike Glennon,24,0,,TAM,79,225,North Carolina St.,ACC,98,88,1/0/1900,3,2013
2007,Ryan Grant,25,Suffern,NY,GNB,73,218,Notre Dame,Independent,112,74,12/9/1982,0,0
2004,Chris Brown,23,Winfield,IL,TEN,75,219,Colorado,Pac 12,78,108,4/17/1981,3,2003
2000,Jay Fiedler,29,Oceanside,NY,MIA,74,225,Dartmouth,Ivy,#N/A,#N/A,12/29/1971,0,0
2001,Darrell Jackson,23,Dayton,OH,SEA,73,201,Florida,SEC,139,55,12/6/1978,3,2000
2011,Rex Grossman,31,Bloomington,IN,WAS,73,222,Florida,SEC,139,55,8/23/1980,1,2003
2011,Willis McGahee,30,Miami,FL,DEN,73,228,Miami (FL),ACC,130,58,10/21/1981,1,2003
2009,Marion Barber,26,Plymouth,MN,DAL,71,221,Minnesota,Big Ten,90,96,6/10/1983,4,2005
2012,Michael Turner,30,Waukegan,IL,ATL,70,237,Northern Illinois,MAC,119,69,8/24/1900,5,2004
2007,Jason Witten,25,Elizabethton,TN,DAL,77,257,Tennessee,SEC,113,75,5/6/1982,3,2003
2003,Steve Smith,24,Los Angeles,CA,CAR,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001
2013,Zac Stacy,22,0,,STL,69,216,Vanderbilt,SEC,65,114,1/0/1900,5,2013
2007,Roddy White,26,James Island,SC,ATL,73,201,Ala-Birmingham,Conference USA,#N/A,#N/A,11/2/1981,1,2005
1999,Terry Allen,31,Commerce,GA,NWE,70,204,Clemson,ACC,123,68,2/21/1968,9,1990
2010,Fred Jackson,29,Fort Worth,TX,BUF,73,215,Coe College,Division III,#N/A,#N/A,2/20/1981,0,0
2006,Darrell Jackson,28,Dayton,OH,SEA,73,201,Florida,SEC,139,55,12/6/1978,3,2000
2007,Fred Taylor,31,Pahokee,FL,JAX,73,234,Florida,SEC,139,55,1/27/1976,1,1998
2012,Ahmad Bradshaw,26,Bluefield,VA,NYG,71,195,Marshall,Conference USA,107,80,7/13/1900,7,2007
2000,Muhsin Muhammad,27,Lansing,MI,CAR,74,217,Michigan St.,Big Ten,112,76,5/5/1973,0,1996
2002,Torry Holt,26,Greensboro,NC,STL,73,190,North Carolina St.,ACC,98,88,6/5/1976,1,1999
1999,Curtis Enis,23,Union City,OH,CHI,73,242,Penn St.,Big Ten,15,68,6/15/1976,1,1998
2007,Kenny Watson,29,Harrisburg,PA,CIN,12,214,Penn St.,Big Ten,15,68,3/13/1978,0,0
2010,Jason Witten,28,Elizabethton,TN,DAL,77,257,Tennessee,SEC,113,75,5/6/1982,3,2003
1999,Albert Connell,25,Fort Lauderdale,FL,WAS,73,179,Texas A&M,SEC,107,79,5/13/1974,4,1997
2012,Randall Cobb,22,0,,GNB,70,191,Kentucky,SEC,71,110,7/9/1900,2,2011
1999,Amani Toomer,25,Berkeley,CA,NYG,75,208,Michigan,Big Ten,124,64,9/8/1974,2,1996
2009,Santonio Holmes,25,Belle Glade,FL,PIT,70,185,Ohio St.,Big Ten,138,41,3/3/1984,1,2006
2012,Mike Williams,25,Buffalo,NY,TAM,74,204,Syracuse,ACC,81,101,7/22/1900,4,2010
2007,Chester Taylor,28,River Rouge,MI,MIN,12,213,Toledo,MAC,112,72,9/22/1979,6,2002
2000,Rob Johnson,27,Newport Beach,CA,BUF,76,204,USC,Pac 12,129,49,3/18/1973,0,1995
2005,Byron Leftwich,25,Washington,DC,JAX,77,0,Marshall,Conference USA,107,80,1/14/1980,1,2003
2004,Randy Moss,27,Rand,WV,MIN,76,215,Marshall,Conference USA,107,80,2/13/1977,1,1998
2002,Edgerrin James,24,Immokalee,FL,IND,73,214,Miami (FL),ACC,130,58,8/1/1978,1,1999
1999,Wesley Walls,33,Batesville,MS,CAR,77,240,Mississippi,SEC,92,91,2/26/1966,2,1989
2013,Larry Fitzgerald,30,Minneapolis,MN,ARI,75,225,Pittsburgh,ACC,106,80,8/31/1983,1,2004
2007,Brandon Jacobs,25,Houma,LA,NYG,76,256,Southern Illinois,Missouri Valley,#N/A,#N/A,7/6/1982,4,2005
2004,Jamal Lewis,25,Atlanta,GA,BAL,71,240,Tennessee,SEC,113,75,8/29/1979,1,2000
2005,Donald Driver,30,Houston,TX,GNB,73,188,Alcorn St.,SWAC,#N/A,#N/A,2/2/1975,7,1999
2000,Tony Richardson,29,Frankfurt,Germany,KAN,73,238,Auburn,SEC,130,61,12/17/1971,0,0
2006,Matt Hasselbeck,31,Westwood,MA,SEA,76,0,Boston Col.,ACC,116,74,9/25/1975,6,1998
2000,Charlie Batch,26,Homestead,PA,DET,74,220,East. Michigan,MAC,43,132,12/5/1974,0,1998
2008,Derrick Ward,28,Los Angeles,CA,NYG,71,233,Fresno St.,Mountain West,121,74,8/30/1980,7,2004
2011,A.J. Green,23,Summerville,SC,CIN,76,205,Georgia,SEC,142,53,7/31/1988,1,2011
2009,Hines Ward,33,Forest Park,GA,PIT,73,205,Georgia,SEC,142,53,3/8/1976,3,1998
2004,Jimmy Smith,35,Detroit,MI,JAX,73,213,Jackson St.,SWAC,#N/A,#N/A,2/9/1969,2,0
2008,Reggie Wayne,30,New Orleans,LA,IND,73,198,Miami (FL),ACC,130,58,11/17/1978,1,2001
2001,Elvis Grbac,31,Cleveland,OH,BAL,77,232,Michigan,Big Ten,124,64,8/13/1970,8,1993
2003,T.J. Duckett,22,Kalamazoo,MI,ATL,73,254,Michigan St.,Big Ten,112,76,2/17/1981,1,2002
2003,Joey Harrington,25,Portland,OR,DET,76,0,Oregon,Pac 12,143,47,10/21/1978,1,2002
2004,Jerry Porter,26,Washington,DC,OAK,74,220,West Virginia,Big 12,120,67,7/14/1978,2,2000
2003,Tony Gonzalez,27,Torrance,CA,KAN,77,251,California,Pac 12,90,94,2/27/1976,1,1997
2011,Mike Tolbert,26,Carrollton,GA,SDG,69,243,Coastal Carolina,Big South,#N/A,#N/A,11/23/1985,0,0
2006,Marques Colston,23,Harrisburg,PA,NOR,76,225,Hofstra,Colonial Athletic Association,#N/A,#N/A,6/5/1983,7,2006
2011,Laurent Robinson,26,Fort Lewis,WA,DAL,74,192,Illinois St.,Missouri Valley ,#N/A,#N/A,5/20/1985,3,0
2007,Antonio Gates,27,Detroit,MI,SDG,76,260,Kent St.,MAC,66,111,6/18/1980,0,0
2008,JaMarcus Russell,23,Mobile,AL,OAK,78,0,LSU,SEC,146,48,8/9/1985,1,2007
2012,Jimmy Graham,26,Goldsboro,NC,NOR,79,260,Miami (FL),ACC,130,58,9/16/1900,3,2010
2012,BenJarvus Green-Ellis,27,New Orleans,LA,CIN,71,215,Mississippi,SEC,92,91,8/2/1900,0,0
2001,Eddie George,28,Philadelphia,PA,TEN,75,235,Ohio St.,Big Ten,138,41,9/24/1973,1,0
2004,Larry Johnson,25,State College,PA,KAN,73,228,Penn St.,Big Ten,15,68,11/19/1979,1,0
2010,Larry Fitzgerald,27,Minneapolis,MN,ARI,75,225,Pittsburgh,ACC,106,80,8/31/1983,1,2004
2010,Terrell Owens,37,Alexander City,AL,CIN,75,226,Tenn-Chattanooga,Southern,#N/A,#N/A,12/7/1973,3,0
1999,Terry Kirby,29,Hampton,VA,CLE,73,221,Virginia,ACC,90,95,1/20/1970,3,1993
2012,Michael Vick,32,Newport News,VA,PHI,73,0,Virginia Tech,ACC,147,50,1/0/1900,1,2001
1999,Tony Gonzalez,23,Torrance,CA,KAN,77,251,California,Pac 12,90,94,2/27/1976,1,1997
2004,Ashley Lelie,24,Bellflower,CA,DEN,75,200,Hawaii,Mountain West,109,86,2/16/1980,1,2002
2002,Isaac Bruce,30,Fort Lauderdale,FL,STL,73,188,Memphis,American,68,112,11/10/1972,2,1994
2004,Andre Johnson,23,Miami,FL,HOU,75,219,Miami (FL),ACC,130,58,7/11/1981,1,2003
2006,Willis McGahee,25,Miami,FL,BUF,73,228,Miami (FL),ACC,130,58,10/21/1981,1,2003
2009,Michael Turner,27,Waukegan,IL,ATL,70,237,Northern Illinois,MAC,119,69,2/13/1982,5,2004
2005,Julius Jones,24,Big Stone Gap,VA,DAL,70,210,Notre Dame,Independent,112,74,8/14/1981,2,2004
2005,Tatum Bell,24,Dallas,TX,DEN,71,190,Oklahoma St.,Big 12,113,73,3/2/1981,2,2004
2007,Bobby Engram,34,Camden,SC,SEA,12,188,Penn St.,Big Ten,15,68,1/7/1973,2,1996
2003,Kerry Collins,31,Lebanon,PA,NYG,77,0,Penn St.,Big Ten,15,68,12/30/1972,1,1995
2009,Tim Hightower,23,Alexandria,VA,ARI,73,226,Richmond,Colonial Athletic Association,#N/A,#N/A,5/23/1986,5,0
2011,Cedric Benson,29,Midland,TX,CIN,12,222,Texas,Big 12,149,45,12/28/1982,1,2005
2011,Nate Washington,28,Toledo,OH,TEN,73,185,Tiffin,GLIAC,#N/A,#N/A,8/28/1983,0,0
2008,Lance Moore,25,Columbus,OH,NOR,69,177,Toledo,MAC,112,72,8/31/1983,0,0
2000,Keenan McCardell,30,Houston,TX,JAX,73,191,UNLV,Mountain West,57,123,1/6/1970,0,1991
2011,Julio Jones,22,Foley,AL,ATL,76,220,Alabama,SEC,114,58,2/3/1989,1,2011
2005,T.J. Houshmandzadeh,28,Victor Valley,CA,CIN,73,197,Oregon St.,Pac 12,111,76,9/26/1977,7,2001
2001,Qadry Ismail,31,Newark,NJ,BAL,73,196,Syracuse,ACC,81,101,11/8/1970,2,1993
2009,Jerome Harrison,26,Kalamazoo,MI,CLE,69,195,Washington St.,Pac 12,75,106,2/26/1983,5,2006
2013,Keenan Allen,21,0,,SDG,74,206,California,Pac 12,90,94,1/0/1900,3,2013
2002,Rod Gardner,25,Jacksonville,FL,WAS,74,213,Clemson,ACC,123,68,10/26/1977,1,2001
2012,Mikel Leshoure,22,Champaign,IL,DET,73,230,Illinois,Big Ten,73,107,8/17/1900,2,2011
2000,Trent Green,30,Cedar Rapids,IA,STL,75,217,Indiana,Big Ten,58,118,7/9/1970,8,1993
2005,Randy Moss,28,Rand,WV,OAK,76,215,Marshall,Conference USA,107,80,2/13/1977,1,1998
2001,Isaac Bruce,29,Fort Lauderdale,FL,STL,73,188,Memphis,American,68,112,11/10/1972,2,1994
2010,Mario Manningham,24,Warren,OH,NYG,73,185,Michigan,Big Ten,124,64,5/25/1986,3,2008
2011,BenJarvus Green-Ellis,26,New Orleans,LA,NWE,12,215,Mississippi,SEC,92,91,7/2/1985,0,0
2003,Eddie George,30,Philadelphia,PA,TEN,75,235,Ohio St.,Big Ten,138,41,9/24/1973,1,0
2006,Joey Galloway,35,Bellaire,OH,TAM,71,197,Ohio St.,Big Ten,138,41,11/20/1971,1,1995
2013,Julius Thomas,25,Stockton,CA,DEN,76,251,Portland St.,Big Sky,#N/A,#N/A,6/27/1988,4,2011
2004,Josh McCown,25,Jacksonville,TX,ARI,76,212,SMU,American,65,115,7/4/1979,3,2002
2001,Keenan McCardell,31,Houston,TX,JAX,73,191,UNLV,Mountain West,57,123,1/6/1970,12,1991
2007,Steve Smith,28,Los Angeles,CA,CAR,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001
2003,Drew Bledsoe,31,Ellensburg,WA,BUF,77,0,Washington St.,Pac 12,75,106,2/14/1972,1,1993
2011,Greg Jennings,28,Kalamazoo,MI,GNB,12,195,West. Michigan,MAC,#N/A,#N/A,9/21/1983,2,2006
2001,Jon Kitna,29,Tacoma,WA,CIN,74,220,Central Washington,Division II,#N/A,#N/A,9/21/1972,0,0
2008,Jonathan Stewart,21,Fort Lewis,WA,CAR,71,235,Oregon,Pac 12,143,47,3/21/1987,1,2008
2008,Kerry Collins,36,Lebanon,PA,TEN,77,0,Penn St.,Big Ten,15,68,12/30/1972,1,1995
2007,Tony Gonzalez,31,Torrance,CA,KAN,77,251,California,Pac 12,90,94,2/27/1976,1,1997
2013,Danny Woodhead,28,North Platte,NE,SDG,69,200,Chadron St.,Division II,#N/A,#N/A,1/25/1985,0,0
2002,Jay Fiedler,31,Oceanside,NY,MIA,74,225,Dartmouth,Ivy,#N/A,#N/A,12/29/1971,0,0
2006,Anquan Boldin,26,Pahokee,FL,ARI,73,218,Florida St.,ACC,130,54,10/3/1980,2,2003
2006,Laveranues Coles,29,Jacksonville,FL,NYJ,71,193,Florida St.,ACC,130,54,12/29/1977,3,2000
2003,Michael Pittman,28,New Orleans,LA,TAM,73,218,Fresno St.,Mountain West,121,74,8/14/1975,4,1998
2008,Hines Ward,32,Forest Park,GA,PIT,73,205,Georgia,SEC,142,53,3/8/1976,3,1998
2002,Jimmy Smith,33,Detroit,MI,JAX,73,213,Jackson St.,SWAC,#N/A,#N/A,2/9/1969,2,1992
2013,Julian Edelman,27,Redwood City,CA,NWE,73,198,Kent St.,Mid-American,66,111,5/22/1986,7,2009
2011,Dwayne Bowe,27,Miami,FL,KAN,74,221,LSU,SEC,146,48,9/21/1984,1,2007
2002,Chad Johnson,24,Miami,FL,CIN,73,192,Miami (FL),ACC,130,58,1/9/1978,2,2001
2010,Santana Moss,31,Miami,FL,WAS,70,185,Miami (FL),ACC,130,58,6/1/1979,1,2001
2009,Willis McGahee,28,Miami,FL,BAL,73,228,Miami (FL),ACC,130,58,10/21/1981,1,2003
1999,Tony Banks,26,San Diego,CA,BAL,76,230,Michigan St.,Big Ten,112,76,4/5/1973,2,1996
2005,Rod Smith,35,Texarkana,AR,DEN,73,200,Missouri Southern,Division II,#N/A,#N/A,5/15/1970,0,0
2006,Julius Jones,25,Big Stone Gap,VA,DAL,70,210,Notre Dame,Independent,112,74,8/14/1981,2,2004
2011,Dez Bryant,23,Lufkin,TX,DAL,74,225,Oklahoma St.,Big 12,113,73,11/4/1988,1,2010
2011,Jonathan Stewart,24,Fort Lewis,WA,CAR,12,235,Oregon,Pac 12,143,47,3/21/1987,1,2008
2001,Duce Staley,26,Tampa,FL,PHI,71,242,South Carolina,SEC,110,76,2/27/1975,3,1997
1999,Qadry Ismail,29,Newark,NJ,BAL,73,196,Syracuse,ACC,81,101,11/8/1970,2,1993
2009,Alex Smith,25,Seattle,WA,SFO,76,0,Utah,Pac 12,123,61,5/7/1984,1,2005
2007,Kevin Curtis,29,Murray,UT,PHI,12,186,Utah St.,Mountain West,66,112,7/17/1978,3,2003
1999,Chris Chandler,34,Everett,WA,ATL,76,224,Washington,Pac 12,86,98,10/12/1965,3,1988
2004,Lee Evans,23,Bedford,OH,BUF,70,202,Wisconsin,Big Ten,135,60,3/11/1981,1,2004
2000,Jake Plummer,26,Boise,ID,ARI,74,212,Arizona St.,Pac 12,101,86,12/19/1974,2,1997
2009,Cadillac Williams,27,Gadsden,AL,TAM,71,217,Auburn,SEC,130,61,4/21/1982,1,2005
2009,Kevin Smith,23,Miami,FL,DET,73,210,Central Florida,American,99,86,12/17/1986,3,2008
2006,Antonio Gates,26,Detroit,MI,SDG,76,260,Kent St.,MAC,66,111,6/18/1980,0,0
2006,Andre Johnson,25,Miami,FL,HOU,75,219,Miami (FL),ACC,130,58,7/11/1981,1,2003
2007,Santonio Holmes,23,Belle Glade,FL,PIT,12,185,Ohio St.,Big Ten,138,41,3/3/1984,1,2006
1999,Kevin Johnson,23,Trenton,NJ,CLE,71,195,Syracuse,ACC,81,101,7/15/1976,2,1999
2005,Keenan McCardell,35,Houston,TX,SDG,73,191,UNLV,Mountain West,57,123,1/6/1970,12,1991
2007,Thomas Jones,29,Big Stone Gap,VA,NYJ,12,220,Virginia,ACC,90,95,8/19/1978,1,2000
2000,Antonio Freeman,28,Baltimore,MD,GNB,73,198,Virginia Tech,ACC,147,50,5/27/1972,0,1995
2001,Bill Schroeder,30,Eau Claire,WI,GNB,75,200,Wisc-LaCrosse,#N/A,#N/A,#N/A,1/9/1971,6,0
2009,Brent Celek,24,Cincinnati,OH,PHI,76,261,Cincinnati,American,114,74,1/25/1985,5,2007
2000,Jeff Blake,30,Daytona Beach,FL,NOR,73,223,East Carolina,American,97,90,12/4/1970,0,1992
2005,Eddie Kennison,32,Lake Charles,LA,KAN,73,201,LSU,SEC,146,48,1/20/1973,1,1996
2001,Vinny Testaverde,38,New York,NY,NYJ,77,235,Miami (FL),ACC,130,58,11/13/1963,1,1987
2009,Derrick Mason,35,Detroit,MI,BAL,70,190,Michigan St.,Big Ten,112,76,1/17/1974,4,1997
2001,Tony Banks,28,San Diego,CA,WAS,76,230,Michigan St.,Big Ten,112,76,4/5/1973,2,1996
2006,Mike Furrey,29,Grove City,OH,DET,73,185,Ohio St.,Big Ten,138,41,5/12/1977,0,0
2004,Kevan Barlow,25,Pittsburgh,PA,SFO,73,238,Pittsburgh,ACC,106,80,1/7/1979,3,2001
2012,LeSean McCoy,24,Harrisburg,PA,PHI,70,215,Pittsburgh,ACC,106,80,8/2/1900,2,2009
2006,Charlie Frye,25,Willard,OH,CLE,76,0,Akron,MAC,66,111,8/28/1981,3,2005
2005,Ronnie Brown,24,Rome,GA,MIA,73,233,Auburn,SEC,130,61,12/12/1981,1,2005
2002,Stephen Davis,28,Spartanburg,SC,WAS,73,230,Auburn,SEC,130,61,3/1/1974,4,1996
2003,Jeff Blake,33,Daytona Beach,FL,ARI,73,0,East Carolina,American,97,90,12/4/1970,6,1992
1999,Errict Rhett,29,Pembrokes,FL,BAL,71,210,Florida,SEC,139,55,12/11/1970,2,1994
2010,Marques Colston,27,Harrisburg,PA,NOR,76,225,Hofstra,Colonial Athletic Association,#N/A,#N/A,6/5/1983,7,0
2008,Dwayne Bowe,24,Miami,FL,KAN,74,221,LSU,SEC,146,48,9/21/1984,1,2007
2009,Chad Henne,24,Wyomissing,PA,MIA,75,0,Michigan,Big Ten,124,64,7/2/1985,2,2008
2007,Justin Fargas,27,Encino,CA,OAK,73,220,Michigan,Big Ten,124,64,1/25/1980,3,2003
2013,Terrelle Pryor,24,Jeannette,PA,OAK,78,240,Ohio St.,Big Ten,138,41,6/20/1989,3,2011
1999,Darnay Scott,27,St. Louis,MO,CIN,73,200,San Diego St.,Mountain West,77,104,7/7/1972,2,1994
1999,Ed McCaffrey,31,Waynesboro,PA,DEN,77,215,Stanford,Pac 12,101,81,8/17/1968,3,1991
2013,Maurice Jones-Drew,28,Pinole,CA,JAX,68,205,UCLA,Pac 12,100,88,3/23/1985,2,2006
2009,Steve Smith,30,Los Angeles,CA,CAR,69,185,Utah,Pac 12,123,61,5/12/1979,3,2001
2009,Donald Driver,34,Houston,TX,GNB,73,188,Alcorn St.,SWAC,#N/A,#N/A,2/2/1975,7,0
2007,Kellen Winslow,24,San Diego,CA,CLE,76,254,Miami (FL),ACC,130,58,7/21/1983,1,2004
2008,Santana Moss,29,Miami,FL,WAS,70,185,Miami (FL),ACC,130,58,6/1/1979,1,2001
1999,Derrick Mayes,25,Indianapolis,IN,SEA,73,205,Notre Dame,Independent,112,74,1/28/1974,2,1996
2005,DeShaun Foster,25,Charlotte,NC,CAR,73,222,UCLA,Pac 12,100,88,1/10/1980,2,2002
1999,Johnnie Morton,28,Torrance,CA,DET,73,190,USC,Pac 12,129,49,10/7/1971,1,1994
2002,Keyshawn Johnson,30,Los Angeles,CA,TAM,76,212,USC,Pac 12,129,49,7/22/1972,1,1996
1999,Antonio Freeman,27,Baltimore,MD,GNB,73,198,Virginia Tech,ACC,147,50,5/27/1972,3,1995
2012,Rob Gronkowski,23,Amherst,NY,NWE,78,265,Woodland Hills,#N/A,#N/A,#N/A,9/21/1900,2,0
2011,Steve Johnson,25,San Francisco,CA,BUF,74,210,Kentucky,SEC,71,110,11/28/1986,7,2008
2003,Anthony Thomas,26,Pineville,LA,CHI,74,228,Michigan,Big Ten,124,64,11/7/1977,2,2001
1999,Eric Moulds,26,Lucedale,MS,BUF,74,210,Mississippi St.,SEC,83,99,7/17/1973,1,1996
2006,Terry Glenn,32,Columbus,OH,DAL,71,195,Ohio St.,Big Ten,138,41,7/23/1974,1,1996
2010,Brandon Jacobs,28,Houma,LA,NYG,76,256,Southern Illinois,Missouri Valley,#N/A,#N/A,7/6/1982,4,2005
2008,Jamal Lewis,29,Atlanta,GA,CLE,71,240,Tennessee,SEC,113,75,8/29/1979,1,2000
2007,Reggie Bush,22,Spring Valley,CA,NOR,73,200,USC,Pac 12,129,49,3/2/1985,1,2006
2012,Steve Smith,33,Los Angeles,CA,CAR,69,185,Utah,Pac 12,123,61,7/3/1900,3,2001
2011,Jay Cutler,28,Santa Claus,IN,CHI,75,225,Vanderbilt,SEC,65,114,4/29/1983,1,2006
1999,Sean Dawkins,28,Red Bank,NJ,SEA,76,215,California,Pac 12,90,94,2/3/1971,1,1993
2012,Tony Gonzalez,36,Torrance,CA,ATL,77,251,California,Pac 12,90,94,9/7/1900,1,1997
2007,Anquan Boldin,27,Pahokee,FL,ARI,73,218,Florida St.,ACC,130,54,10/3/1980,2,2003
2008,Bernard Berrian,28,Winton,CA,MIN,73,190,Fresno St.,Mountain West,121,74,12/27/1980,3,2004
2001,Michael Pittman,26,New Orleans,LA,ARI,73,218,Fresno St.,Mountain West,121,74,8/14/1975,4,1998
2000,Wayne Chrebet,27,Garfield,NJ,NYJ,70,188,Hofstra,Colonial Athletic Association,#N/A,#N/A,8/14/1973,0,0
2012,Darren Sproles,29,Waterloo,IA,NOR,66,181,Kansas St.,Big 12,118,71,6/29/1900,4,2005
2002,Quincy Morgan,25,Dallas,TX,CLE,73,210,Kansas St.,Big 12,118,71,9/23/1977,2,2001
2009,Ahmad Bradshaw,23,Bluefield,VA,NYG,71,195,Marshall,Conference USA,107,80,3/19/1986,7,2007
2008,Shaun Hill,28,Parsons,KS,SFO,77,0,Maryland,Big Ten,98,86,1/9/1980,0,0
2001,Jerome Bettis,29,Detroit,MI,PIT,71,252,Notre Dame,Independent,112,74,2/16/1972,1,1993
2001,Peerless Price,25,Dayton,OH,BUF,71,190,Tennessee,SEC,113,75,10/27/1976,2,1999
2009,Vince Young,26,Houston,TX,TEN,77,0,Texas,Big 12,149,45,5/18/1983,1,2006
2003,Patrick Ramsey,24,Ruston,LA,WAS,74,0,Tulane,American,60,119,2/14/1979,1,2002
2008,Eddie Royal,22,Alexandria,VA,DEN,70,182,Virginia Tech,ACC,147,50,5/21/1986,2,2008
2004,Chris Chambers,26,Cleveland,OH,MIA,71,210,Wisconsin,Big Ten,135,60,8/12/1978,2,2001
2010,Jahvid Best,21,Vallejo,CA,DET,69,190,California,Pac 12,90,94,1/30/1989,1,2010
2008,Kevin Walter,27,Lake Forest,IL,HOU,75,221,East. Michigan,MAC,43,132,8/4/1981,7,2003
2001,Laveranues Coles,24,Jacksonville,FL,NYJ,71,193,Florida St.,ACC,130,54,12/29/1977,3,2000
2003,Peter Warrick,26,Bradenton,FL,CIN,71,192,Florida St.,ACC,130,54,6/19/1977,1,2000
2008,Dominic Rhodes,29,Waco,TX,IND,69,203,Midwestern St.,Division II,#N/A,#N/A,1/17/1979,0,0
2009,Laurence Maroney,24,St. Louis,MO,NWE,71,210,Minnesota,Big Ten,90,96,2/5/1985,1,2006
2012,Lance Moore,29,Columbus,OH,NOR,69,177,Toledo,MAC,112,72,6/25/1900,0,0
2001,Johnnie Morton,30,Torrance,CA,DET,73,190,USC,Pac 12,129,49,10/7/1971,1,1994
1999,Charlie Batch,25,Homestead,PA,DET,74,220,East. Michigan,MAC,43,132,12/5/1974,2,1998
2013,T.Y. Hilton,24,Miami Springs,FL,IND,70,183,FIU,Conference USA,36,83,11/14/1989,3,2012
2012,Steve Johnson,26,San Francisco,CA,BUF,74,210,Kentucky,SEC,71,110,7/28/1900,7,2008
2013,Rashad Jennings,28,Forest,VA,OAK,73,234,Liberty,Big South,#N/A,#N/A,3/26/1985,7,2009
2013,Torrey Smith,24,Colonial Beach,VA,BAL,73,205,Maryland,Big Ten,98,86,1/26/1989,2,2011
2011,DeAngelo Williams,28,Little Rock,AR,CAR,68,210,Memphis,American,68,112,4/25/1983,1,2006
2007,Derrick Mason,33,Detroit,MI,BAL,12,190,Michigan St.,Big Ten,112,76,1/17/1974,4,1997
2005,Kurt Warner,34,Burlington,IA,ARI,74,0,Northern Iowa,Missouri Valley,#N/A,#N/A,6/22/1971,0,0
1999,Terry Glenn,25,Columbus,OH,NWE,71,195,Ohio St.,Big Ten,138,41,7/23/1974,1,1996
2008,Wes Welker,27,Oklahoma City,OK,NWE,69,190,Texas Tech,Big 12,120,70,5/1/1981,0,0
2006,Matt Leinart,23,Santa Ana,CA,ARI,77,0,USC,Pac 12,129,49,5/11/1983,1,2006
2002,Rodney Peete,36,Mesa,AZ,CAR,73,230,USC,Pac 12,129,49,3/16/1966,6,1989
2010,Alex Smith,26,Seattle,WA,SFO,76,0,Utah,Pac 12,123,61,5/7/1984,1,2005
2009,Greg Jennings,26,Kalamazoo,MI,GNB,71,195,West. Michigan,MAC,#N/A,#N/A,9/21/1983,2,2006
2013,Marvin Jones,23,Los Angeles,CA,CIN,73,199,California,Pac 12,90,94,3/12/1990,5,2012
2011,Aaron Hernandez,22,Bristol,CT,NWE,74,250,Florida,SEC,139,55,11/6/1989,4,2010
2006,Reggie Brown,25,Carrollton,GA,PHI,73,197,Georgia,SEC,142,53,1/13/1981,2,2005
2005,Jimmy Smith,36,Detroit,MI,JAX,73,213,Jackson St.,SWAC,#N/A,#N/A,2/9/1969,2,1992
2010,Antonio Gates,30,Detroit,MI,SDG,76,260,Kent St.,MAC,66,111,6/18/1980,0,0
2013,DeAngelo Williams,30,Little Rock,AR,CAR,68,210,Memphis,American,68,112,4/25/1983,1,2006
2005,Reggie Wayne,27,New Orleans,LA,IND,73,198,Miami (FL),ACC,130,58,11/17/1978,1,2001
2012,Cecil Shorts,25,Cleveland,OH,JAX,73,200,Mount Union,Ohio Athletic Conference,#N/A,#N/A,7/18/1900,4,0
1999,Terance Mathis,32,Detroit,MI,ATL,70,177,New Mexico,Mountain West,72,111,6/7/1967,6,1990
2007,Joey Galloway,36,Bellaire,OH,TAM,12,197,Ohio St.,Big Ten,138,41,11/20/1971,1,1995
2010,LeGarrette Blount,24,Madison,FL,TAM,73,245,Oregon,Pac 12,143,47,12/5/1986,0,0
2009,Brandon Jacobs,27,Houma,LA,NYG,76,256,Southern Illinois,Missouri Valley,#N/A,#N/A,7/6/1982,4,2005
2013,Wes Welker,32,Oklahoma City,OK,DEN,69,190,Texas Tech,Big 12,120,70,5/1/1981,0,0
2011,Carson Palmer,32,Fresno,CA,OAK,77,230,USC,Pac 12,129,49,12/27/1979,1,2003
2009,Mark Sanchez,23,Long Beach,CA,NYJ,74,0,USC,Pac 12,129,49,11/11/1986,1,2009
2010,Thomas Jones,32,Big Stone Gap,VA,KAN,70,220,Virginia,ACC,90,95,8/19/1978,1,2000
2010,Felix Jones,23,Tulsa,OK,DAL,73,200,Arkansas,SEC,107,80,5/8/1987,1,2008
2013,Riley Cooper,26,Oklahoma City,OK,PHI,75,214,Florida,SEC,139,55,9/9/1987,5,2010
2001,Willie Jackson,30,Gainesville,FL,NOR,73,212,Florida,SEC,139,55,8/16/1971,4,1994
2006,Hines Ward,30,Forest Park,GA,PIT,73,205,Georgia,SEC,142,53,3/8/1976,3,1998
